Time Bucket,1-Mains_A,2-Mains_B,4-Lights-Luz Sala Comedor,5-Air Conditioner-Split Rec 1,6-Lights-Luz Toma Rec2,7-Air Conditioner-Split Rec2,8-Lights-Luz Toma Rec3,9-Air Conditioner-Split Rec3,10-Lights-Closet baño Rec Pr,12-Lights-Luz y Toma Sala,13-Lights-Luz  Lav y Dect Humo,14-Lights-Lav y Cto Emp,15-Kitchen-Toma Cocina,16-Fridge/Freezer-Refrigerador
2023-06-15,1.9067511696041952,5.6913276652293705,1.5391349302164714,2.38451583362182,0.299701273255878,0.0,0.2253287613226308,2.923709551493327e-06,0.1569664580126603,0.0582755122816562,0.0001448552736971,0.0006357884295781,0.2484913584266768,2.877291231518851
2023-06-16,6.108963908501732,6.918731337443457,1.0347961713088882,4.248225266934236,1.7956859480975735,0.0,0.5866020948852433,6.42925951215956e-06,0.1425307993853092,0.0006623357995351,0.0220542505862977,0.0005157087994946,0.185464255108171,2.9421737558237715
2023-06-17,7.089717615538173,11.20078725973447,4.336029278794924,5.57207019480149,1.0114951808950636,0.0,1.1220503206684855,2.463630550395383,0.2606771267990271,0.0021680272012286,0.0263814734970198,0.0005074809151225,0.0965434330818388,3.105079735175636
2023-06-18,4.73393339156151,8.779621096296308,0.3233198116252157,5.221595644401974,0.0505595312311914,0.0,0.9125670663510428,2.778896329665184,0.0770319694871372,0.0005005485822094,3.111218161053128e-05,0.0,0.0,2.737438478205071
2023-06-19,7.843668150088522,12.594406683042312,1.3591375725189845,7.16363747405688,0.067885775129795,0.0,0.3338405775716569,4.303037647490501,0.1278600991528563,0.0001908308230506,0.0221767218681176,0.0,0.2992706896702448,2.596470801377297
2023-06-20,2.59501037182861,7.265439273550247,0.9723391254938972,3.954089088884194,0.0006567281431621,0.0,0.7610535339474679,0.0,0.0708316367023521,0.0001396290073129,0.0041960695167382,0.0,0.2282534864025645,3.129247641511625
2023-06-21,3.155211218766636,8.415978755022685,0.8549924856948851,4.827820299753878,0.0016759622919559,0.0,1.0434101315601665,0.0,0.1207784453860918,5.590072247717116e-05,0.0158320176915327,0.0,0.3506695906649695,3.323810556710296
2023-06-22,6.51020696103626,8.192343792385527,1.9669373830167447,3.621140365660721,0.0029354105826218,2.899879349602593e-06,0.2301391197076109,0.5327194588163164,0.1087023116638925,0.0001781413692898,0.0393949219634797,0.0,0.7539161496620708,3.035865079939497
2023-06-23,2.7909247548548386,6.728185530762142,0.8402896242049005,3.385424455575943,0.0041173620518048,0.0,0.3580071191876464,0.5751467232047187,0.1073803383111954,0.0020860618999269,0.0021509729667504,0.0,0.2009699493373764,2.6605923071418864
2023-06-24,4.406281545610957,8.417762735513051,0.6783363499675856,2.359899338639313,0.000571095228725,0.0,0.0637048960424794,0.0,0.0438637755150265,0.0001332853052351,0.0007183690721458,0.0,0.0887881187735663,2.6714381111228467
2023-06-25,3.4309454975785143,7.5162314172469245,0.4076354648211266,3.071293463627232,0.0019872860972086,0.0,0.4997560093577703,0.0,0.0565583623839749,0.0003729034810596,0.0024127801889843,0.0,0.0593457493612501,2.9021785593342777
